edge_id,pair_id,source,target,domain,weight,source_name,target_name,source_institution,target_institution,source_country,target_country
carugati-m--zhuang-y#rti,carugati-m--zhuang-y,carugati-m,zhuang-y,rti,1,"Carugati, Manuela","Zhuang, Yan",,Duke-NUS Medical School,United States,Singapore
crump-j--kilonzo-k#rti,crump-j--kilonzo-k,crump-j,kilonzo-k,rti,1,"Crump, John A","Kilonzo, Kajiru G",,,New Zealand,Tanzania
crump-j--linster-m#rti,crump-j--linster-m,crump-j,linster-m,rti,1,"Crump, John A","Linster, Martin",,Duke-NUS Medical School,New Zealand,Singapore
crump-j--lwezaula-b#rti,crump-j--lwezaula-b,crump-j,lwezaula-b,rti,1,"Crump, John A","Lwezaula, Bingileki",,,New Zealand,Tanzania
crump-j--machare-c#rti,crump-j--machare-c,crump-j,machare-c,rti,1,"Crump, John A","Machare, Calvin",,,New Zealand,Tanzania
crump-j--madut-d#rti,crump-j--madut-d,crump-j,madut-d,rti,1,"Crump, John A","Madut, Deng B",,,New Zealand,United States
crump-j--mah-m#rti,crump-j--mah-m,crump-j,mah-m,rti,1,"Crump, John A","Mah, Marcus G",,Duke-NUS Medical School,New Zealand,Singapore
crump-j--marandu-a#rti,crump-j--marandu-a,crump-j,marandu-a,rti,1,"Crump, John A","Marandu, Annette",,,New Zealand,Tanzania
crump-j--maro-v#rti,crump-j--maro-v,crump-j,maro-v,rti,1,"Crump, John A","Maro, Venance P",,,New Zealand,Tanzania
crump-j--maze-m#rti,crump-j--maze-m,crump-j,maze-m,rti,1,"Crump, John A","Maze, Michael J",,,New Zealand,New Zealand
crump-j--mbwasi-r#rti,crump-j--mbwasi-r,crump-j,mbwasi-r,rti,1,"Crump, John A","Mbwasi, Ronald",,,New Zealand,Tanzania
crump-j--mmbaga-b#rti,crump-j--mmbaga-b,crump-j,mmbaga-b,rti,1,"Crump, John A","Mmbaga, Blandina T",,,New Zealand,Tanzania
crump-j--moorthy-g#rti,crump-j--moorthy-g,crump-j,moorthy-g,rti,1,"Crump, John A","Moorthy, Ganga",,,New Zealand,United States
crump-j--ngocho-j#rti,crump-j--ngocho-j,crump-j,ngocho-j,rti,1,"Crump, John A","Ngocho, James S",,,New Zealand,Tanzania
crump-j--rubach-m#rti,crump-j--rubach-m,crump-j,rubach-m,rti,1,"Crump, John A","Rubach, Matthew P",,Duke-NUS Medical School,New Zealand,Singapore
crump-j--smith-g#rti,crump-j--smith-g,crump-j,smith-g,rti,1,"Crump, John A","Smith, Gavin Jd",,Duke-NUS Medical School,New Zealand,Singapore
crump-j--wang-l#rti,crump-j--wang-l,crump-j,wang-l,rti,1,"Crump, John A","Wang, Lin-Fa",,Duke-NUS Medical School,New Zealand,Singapore
crump-j--zahari-m#rti,crump-j--zahari-m,crump-j,zahari-m,rti,1,"Crump, John A","Zahari, Marina",,National University of Singapore,New Zealand,Singapore
crump-j--zhuang-y#rti,crump-j--zhuang-y,crump-j,zhuang-y,rti,1,"Crump, John A","Zhuang, Yan",,Duke-NUS Medical School,New Zealand,Singapore
kilonzo-k--linster-m#rti,kilonzo-k--linster-m,kilonzo-k,linster-m,rti,1,"Kilonzo, Kajiru G","Linster, Martin",,Duke-NUS Medical School,Tanzania,Singapore
kilonzo-k--lwezaula-b#rti,kilonzo-k--lwezaula-b,kilonzo-k,lwezaula-b,rti,1,"Kilonzo, Kajiru G","Lwezaula, Bingileki",,,Tanzania,Tanzania
kilonzo-k--machare-c#rti,kilonzo-k--machare-c,kilonzo-k,machare-c,rti,1,"Kilonzo, Kajiru G","Machare, Calvin",,,Tanzania,Tanzania
kilonzo-k--madut-d#rti,kilonzo-k--madut-d,kilonzo-k,madut-d,rti,1,"Kilonzo, Kajiru G","Madut, Deng B",,,Tanzania,United States
kilonzo-k--mah-m#rti,kilonzo-k--mah-m,kilonzo-k,mah-m,rti,1,"Kilonzo, Kajiru G","Mah, Marcus G",,Duke-NUS Medical School,Tanzania,Singapore
kilonzo-k--marandu-a#rti,kilonzo-k--marandu-a,kilonzo-k,marandu-a,rti,1,"Kilonzo, Kajiru G","Marandu, Annette",,,Tanzania,Tanzania
kilonzo-k--maro-v#rti,kilonzo-k--maro-v,kilonzo-k,maro-v,rti,1,"Kilonzo, Kajiru G","Maro, Venance P",,,Tanzania,Tanzania
kilonzo-k--maze-m#rti,kilonzo-k--maze-m,kilonzo-k,maze-m,rti,1,"Kilonzo, Kajiru G","Maze, Michael J",,,Tanzania,New Zealand
kilonzo-k--mbwasi-r#rti,kilonzo-k--mbwasi-r,kilonzo-k,mbwasi-r,rti,1,"Kilonzo, Kajiru G","Mbwasi, Ronald",,,Tanzania,Tanzania
kilonzo-k--mmbaga-b#rti,kilonzo-k--mmbaga-b,kilonzo-k,mmbaga-b,rti,1,"Kilonzo, Kajiru G","Mmbaga, Blandina T",,,Tanzania,Tanzania
kilonzo-k--moorthy-g#rti,kilonzo-k--moorthy-g,kilonzo-k,moorthy-g,rti,1,"Kilonzo, Kajiru G","Moorthy, Ganga",,,Tanzania,United States
kilonzo-k--ngocho-j#rti,kilonzo-k--ngocho-j,kilonzo-k,ngocho-j,rti,1,"Kilonzo, Kajiru G","Ngocho, James S",,,Tanzania,Tanzania
kilonzo-k--rubach-m#rti,kilonzo-k--rubach-m,kilonzo-k,rubach-m,rti,1,"Kilonzo, Kajiru G","Rubach, Matthew P",,Duke-NUS Medical School,Tanzania,Singapore
kilonzo-k--smith-g#rti,kilonzo-k--smith-g,kilonzo-k,smith-g,rti,1,"Kilonzo, Kajiru G","Smith, Gavin Jd",,Duke-NUS Medical School,Tanzania,Singapore
kilonzo-k--wang-l#rti,kilonzo-k--wang-l,kilonzo-k,wang-l,rti,1,"Kilonzo, Kajiru G","Wang, Lin-Fa",,Duke-NUS Medical School,Tanzania,Singapore
kilonzo-k--zahari-m#rti,kilonzo-k--zahari-m,kilonzo-k,zahari-m,rti,1,"Kilonzo, Kajiru G","Zahari, Marina",,National University of Singapore,Tanzania,Singapore
kilonzo-k--zhuang-y#rti,kilonzo-k--zhuang-y,kilonzo-k,zhuang-y,rti,1,"Kilonzo, Kajiru G","Zhuang, Yan",,Duke-NUS Medical School,Tanzania,Singapore
linster-m--lwezaula-b#rti,linster-m--lwezaula-b,linster-m,lwezaula-b,rti,1,"Linster, Martin","Lwezaula, Bingileki",Duke-NUS Medical School,,Singapore,Tanzania
linster-m--machare-c#rti,linster-m--machare-c,linster-m,machare-c,rti,1,"Linster, Martin","Machare, Calvin",Duke-NUS Medical School,,Singapore,Tanzania
linster-m--madut-d#rti,linster-m--madut-d,linster-m,madut-d,rti,1,"Linster, Martin","Madut, Deng B",Duke-NUS Medical School,,Singapore,United States
linster-m--mah-m#rti,linster-m--mah-m,linster-m,mah-m,rti,1,"Linster, Martin","Mah, Marcus G",Duke-NUS Medical School,Duke-NUS Medical School,Singapore,Singapore
linster-m--marandu-a#rti,linster-m--marandu-a,linster-m,marandu-a,rti,1,"Linster, Martin","Marandu, Annette",Duke-NUS Medical School,,Singapore,Tanzania
linster-m--maro-v#rti,linster-m--maro-v,linster-m,maro-v,rti,1,"Linster, Martin","Maro, Venance P",Duke-NUS Medical School,,Singapore,Tanzania
linster-m--maze-m#rti,linster-m--maze-m,linster-m,maze-m,rti,1,"Linster, Martin","Maze, Michael J",Duke-NUS Medical School,,Singapore,New Zealand
linster-m--mbwasi-r#rti,linster-m--mbwasi-r,linster-m,mbwasi-r,rti,1,"Linster, Martin","Mbwasi, Ronald",Duke-NUS Medical School,,Singapore,Tanzania
linster-m--mmbaga-b#rti,linster-m--mmbaga-b,linster-m,mmbaga-b,rti,1,"Linster, Martin","Mmbaga, Blandina T",Duke-NUS Medical School,,Singapore,Tanzania
linster-m--moorthy-g#rti,linster-m--moorthy-g,linster-m,moorthy-g,rti,1,"Linster, Martin","Moorthy, Ganga",Duke-NUS Medical School,,Singapore,United States
linster-m--ngocho-j#rti,linster-m--ngocho-j,linster-m,ngocho-j,rti,1,"Linster, Martin","Ngocho, James S",Duke-NUS Medical School,,Singapore,Tanzania
linster-m--rubach-m#rti,linster-m--rubach-m,linster-m,rubach-m,rti,1,"Linster, Martin","Rubach, Matthew P",Duke-NUS Medical School,Duke-NUS Medical School,Singapore,Singapore
linster-m--smith-g#rti,linster-m--smith-g,linster-m,smith-g,rti,1,"Linster, Martin","Smith, Gavin Jd",Duke-NUS Medical School,Duke-NUS Medical School,Singapore,Singapore
linster-m--wang-l#rti,linster-m--wang-l,linster-m,wang-l,rti,1,"Linster, Martin","Wang, Lin-Fa",Duke-NUS Medical School,Duke-NUS Medical School,Singapore,Singapore
linster-m--zahari-m#rti,linster-m--zahari-m,linster-m,zahari-m,rti,1,"Linster, Martin","Zahari, Marina",Duke-NUS Medical School,National University of Singapore,Singapore,Singapore
linster-m--zhuang-y#rti,linster-m--zhuang-y,linster-m,zhuang-y,rti,1,"Linster, Martin","Zhuang, Yan",Duke-NUS Medical School,Duke-NUS Medical School,Singapore,Singapore
lwezaula-b--machare-c#rti,lwezaula-b--machare-c,lwezaula-b,machare-c,rti,1,"Lwezaula, Bingileki","Machare, Calvin",,,Tanzania,Tanzania
lwezaula-b--madut-d#rti,lwezaula-b--madut-d,lwezaula-b,madut-d,rti,1,"Lwezaula, Bingileki","Madut, Deng B",,,Tanzania,United States
lwezaula-b--mah-m#rti,lwezaula-b--mah-m,lwezaula-b,mah-m,rti,1,"Lwezaula, Bingileki","Mah, Marcus G",,Duke-NUS Medical School,Tanzania,Singapore
lwezaula-b--marandu-a#rti,lwezaula-b--marandu-a,lwezaula-b,marandu-a,rti,1,"Lwezaula, Bingileki","Marandu, Annette",,,Tanzania,Tanzania
lwezaula-b--maro-v#rti,lwezaula-b--maro-v,lwezaula-b,maro-v,rti,1,"Lwezaula, Bingileki","Maro, Venance P",,,Tanzania,Tanzania
lwezaula-b--maze-m#rti,lwezaula-b--maze-m,lwezaula-b,maze-m,rti,1,"Lwezaula, Bingileki","Maze, Michael J",,,Tanzania,New Zealand
lwezaula-b--mbwasi-r#rti,lwezaula-b--mbwasi-r,lwezaula-b,mbwasi-r,rti,1,"Lwezaula, Bingileki","Mbwasi, Ronald",,,Tanzania,Tanzania
lwezaula-b--mmbaga-b#rti,lwezaula-b--mmbaga-b,lwezaula-b,mmbaga-b,rti,1,"Lwezaula, Bingileki","Mmbaga, Blandina T",,,Tanzania,Tanzania
lwezaula-b--moorthy-g#rti,lwezaula-b--moorthy-g,lwezaula-b,moorthy-g,rti,1,"Lwezaula, Bingileki","Moorthy, Ganga",,,Tanzania,United States
lwezaula-b--ngocho-j#rti,lwezaula-b--ngocho-j,lwezaula-b,ngocho-j,rti,1,"Lwezaula, Bingileki","Ngocho, James S",,,Tanzania,Tanzania
lwezaula-b--rubach-m#rti,lwezaula-b--rubach-m,lwezaula-b,rubach-m,rti,1,"Lwezaula, Bingileki","Rubach, Matthew P",,Duke-NUS Medical School,Tanzania,Singapore
lwezaula-b--smith-g#rti,lwezaula-b--smith-g,lwezaula-b,smith-g,rti,1,"Lwezaula, Bingileki","Smith, Gavin Jd",,Duke-NUS Medical School,Tanzania,Singapore
lwezaula-b--wang-l#rti,lwezaula-b--wang-l,lwezaula-b,wang-l,rti,1,"Lwezaula, Bingileki","Wang, Lin-Fa",,Duke-NUS Medical School,Tanzania,Singapore
lwezaula-b--zahari-m#rti,lwezaula-b--zahari-m,lwezaula-b,zahari-m,rti,1,"Lwezaula, Bingileki","Zahari, Marina",,National University of Singapore,Tanzania,Singapore
lwezaula-b--zhuang-y#rti,lwezaula-b--zhuang-y,lwezaula-b,zhuang-y,rti,1,"Lwezaula, Bingileki","Zhuang, Yan",,Duke-NUS Medical School,Tanzania,Singapore
machare-c--madut-d#rti,machare-c--madut-d,machare-c,madut-d,rti,1,"Machare, Calvin","Madut, Deng B",,,Tanzania,United States
machare-c--mah-m#rti,machare-c--mah-m,machare-c,mah-m,rti,1,"Machare, Calvin","Mah, Marcus G",,Duke-NUS Medical School,Tanzania,Singapore
machare-c--marandu-a#rti,machare-c--marandu-a,machare-c,marandu-a,rti,1,"Machare, Calvin","Marandu, Annette",,,Tanzania,Tanzania
machare-c--maro-v#rti,machare-c--maro-v,machare-c,maro-v,rti,1,"Machare, Calvin","Maro, Venance P",,,Tanzania,Tanzania
machare-c--maze-m#rti,machare-c--maze-m,machare-c,maze-m,rti,1,"Machare, Calvin","Maze, Michael J",,,Tanzania,New Zealand
machare-c--mbwasi-r#rti,machare-c--mbwasi-r,machare-c,mbwasi-r,rti,1,"Machare, Calvin","Mbwasi, Ronald",,,Tanzania,Tanzania
machare-c--mmbaga-b#rti,machare-c--mmbaga-b,machare-c,mmbaga-b,rti,1,"Machare, Calvin","Mmbaga, Blandina T",,,Tanzania,Tanzania
machare-c--moorthy-g#rti,machare-c--moorthy-g,machare-c,moorthy-g,rti,1,"Machare, Calvin","Moorthy, Ganga",,,Tanzania,United States
machare-c--ngocho-j#rti,machare-c--ngocho-j,machare-c,ngocho-j,rti,1,"Machare, Calvin","Ngocho, James S",,,Tanzania,Tanzania
machare-c--rubach-m#rti,machare-c--rubach-m,machare-c,rubach-m,rti,1,"Machare, Calvin","Rubach, Matthew P",,Duke-NUS Medical School,Tanzania,Singapore
machare-c--smith-g#rti,machare-c--smith-g,machare-c,smith-g,rti,1,"Machare, Calvin","Smith, Gavin Jd",,Duke-NUS Medical School,Tanzania,Singapore
machare-c--wang-l#rti,machare-c--wang-l,machare-c,wang-l,rti,1,"Machare, Calvin","Wang, Lin-Fa",,Duke-NUS Medical School,Tanzania,Singapore
machare-c--zahari-m#rti,machare-c--zahari-m,machare-c,zahari-m,rti,1,"Machare, Calvin","Zahari, Marina",,National University of Singapore,Tanzania,Singapore
machare-c--zhuang-y#rti,machare-c--zhuang-y,machare-c,zhuang-y,rti,1,"Machare, Calvin","Zhuang, Yan",,Duke-NUS Medical School,Tanzania,Singapore
madut-d--mah-m#rti,madut-d--mah-m,madut-d,mah-m,rti,1,"Madut, Deng B","Mah, Marcus G",,Duke-NUS Medical School,United States,Singapore
madut-d--marandu-a#rti,madut-d--marandu-a,madut-d,marandu-a,rti,1,"Madut, Deng B","Marandu, Annette",,,United States,Tanzania
madut-d--maro-v#rti,madut-d--maro-v,madut-d,maro-v,rti,1,"Madut, Deng B","Maro, Venance P",,,United States,Tanzania
madut-d--maze-m#rti,madut-d--maze-m,madut-d,maze-m,rti,1,"Madut, Deng B","Maze, Michael J",,,United States,New Zealand
madut-d--mbwasi-r#rti,madut-d--mbwasi-r,madut-d,mbwasi-r,rti,1,"Madut, Deng B","Mbwasi, Ronald",,,United States,Tanzania
madut-d--mmbaga-b#rti,madut-d--mmbaga-b,madut-d,mmbaga-b,rti,1,"Madut, Deng B","Mmbaga, Blandina T",,,United States,Tanzania
madut-d--moorthy-g#rti,madut-d--moorthy-g,madut-d,moorthy-g,rti,1,"Madut, Deng B","Moorthy, Ganga",,,United States,United States
madut-d--ngocho-j#rti,madut-d--ngocho-j,madut-d,ngocho-j,rti,1,"Madut, Deng B","Ngocho, James S",,,United States,Tanzania
madut-d--rubach-m#rti,madut-d--rubach-m,madut-d,rubach-m,rti,1,"Madut, Deng B","Rubach, Matthew P",,Duke-NUS Medical School,United States,Singapore
madut-d--smith-g#rti,madut-d--smith-g,madut-d,smith-g,rti,1,"Madut, Deng B","Smith, Gavin Jd",,Duke-NUS Medical School,United States,Singapore
madut-d--wang-l#rti,madut-d--wang-l,madut-d,wang-l,rti,1,"Madut, Deng B","Wang, Lin-Fa",,Duke-NUS Medical School,United States,Singapore
madut-d--zahari-m#rti,madut-d--zahari-m,madut-d,zahari-m,rti,1,"Madut, Deng B","Zahari, Marina",,National University of Singapore,United States,Singapore
madut-d--zhuang-y#rti,madut-d--zhuang-y,madut-d,zhuang-y,rti,1,"Madut, Deng B","Zhuang, Yan",,Duke-NUS Medical School,United States,Singapore
mah-m--marandu-a#rti,mah-m--marandu-a,mah-m,marandu-a,rti,1,"Mah, Marcus G","Marandu, Annette",Duke-NUS Medical School,,Singapore,Tanzania
mah-m--maro-v#rti,mah-m--maro-v,mah-m,maro-v,rti,1,"Mah, Marcus G","Maro, Venance P",Duke-NUS Medical School,,Singapore,Tanzania
mah-m--maze-m#rti,mah-m--maze-m,mah-m,maze-m,rti,1,"Mah, Marcus G","Maze, Michael J",Duke-NUS Medical School,,Singapore,New Zealand
mah-m--mbwasi-r#rti,mah-m--mbwasi-r,mah-m,mbwasi-r,rti,1,"Mah, Marcus G","Mbwasi, Ronald",Duke-NUS Medical School,,Singapore,Tanzania
mah-m--mmbaga-b#rti,mah-m--mmbaga-b,mah-m,mmbaga-b,rti,1,"Mah, Marcus G","Mmbaga, Blandina T",Duke-NUS Medical School,,Singapore,Tanzania
mah-m--moorthy-g#rti,mah-m--moorthy-g,mah-m,moorthy-g,rti,1,"Mah, Marcus G","Moorthy, Ganga",Duke-NUS Medical School,,Singapore,United States
mah-m--ngocho-j#rti,mah-m--ngocho-j,mah-m,ngocho-j,rti,1,"Mah, Marcus G","Ngocho, James S",Duke-NUS Medical School,,Singapore,Tanzania
mah-m--rubach-m#rti,mah-m--rubach-m,mah-m,rubach-m,rti,1,"Mah, Marcus G","Rubach, Matthew P",Duke-NUS Medical School,Duke-NUS Medical School,Singapore,Singapore
mah-m--smith-g#rti,mah-m--smith-g,mah-m,smith-g,rti,1,"Mah, Marcus G","Smith, Gavin Jd",Duke-NUS Medical School,Duke-NUS Medical School,Singapore,Singapore
mah-m--wang-l#rti,mah-m--wang-l,mah-m,wang-l,rti,1,"Mah, Marcus G","Wang, Lin-Fa",Duke-NUS Medical School,Duke-NUS Medical School,Singapore,Singapore
mah-m--zahari-m#rti,mah-m--zahari-m,mah-m,zahari-m,rti,1,"Mah, Marcus G","Zahari, Marina",Duke-NUS Medical School,National University of Singapore,Singapore,Singapore
mah-m--zhuang-y#rti,mah-m--zhuang-y,mah-m,zhuang-y,rti,1,"Mah, Marcus G","Zhuang, Yan",Duke-NUS Medical School,Duke-NUS Medical School,Singapore,Singapore
marandu-a--maro-v#rti,marandu-a--maro-v,marandu-a,maro-v,rti,1,"Marandu, Annette","Maro, Venance P",,,Tanzania,Tanzania
marandu-a--maze-m#rti,marandu-a--maze-m,marandu-a,maze-m,rti,1,"Marandu, Annette","Maze, Michael J",,,Tanzania,New Zealand
marandu-a--mbwasi-r#rti,marandu-a--mbwasi-r,marandu-a,mbwasi-r,rti,1,"Marandu, Annette","Mbwasi, Ronald",,,Tanzania,Tanzania
marandu-a--mmbaga-b#rti,marandu-a--mmbaga-b,marandu-a,mmbaga-b,rti,1,"Marandu, Annette","Mmbaga, Blandina T",,,Tanzania,Tanzania
marandu-a--moorthy-g#rti,marandu-a--moorthy-g,marandu-a,moorthy-g,rti,1,"Marandu, Annette","Moorthy, Ganga",,,Tanzania,United States
marandu-a--ngocho-j#rti,marandu-a--ngocho-j,marandu-a,ngocho-j,rti,1,"Marandu, Annette","Ngocho, James S",,,Tanzania,Tanzania
marandu-a--rubach-m#rti,marandu-a--rubach-m,marandu-a,rubach-m,rti,1,"Marandu, Annette","Rubach, Matthew P",,Duke-NUS Medical School,Tanzania,Singapore
marandu-a--smith-g#rti,marandu-a--smith-g,marandu-a,smith-g,rti,1,"Marandu, Annette","Smith, Gavin Jd",,Duke-NUS Medical School,Tanzania,Singapore
marandu-a--wang-l#rti,marandu-a--wang-l,marandu-a,wang-l,rti,1,"Marandu, Annette","Wang, Lin-Fa",,Duke-NUS Medical School,Tanzania,Singapore
marandu-a--zahari-m#rti,marandu-a--zahari-m,marandu-a,zahari-m,rti,1,"Marandu, Annette","Zahari, Marina",,National University of Singapore,Tanzania,Singapore
marandu-a--zhuang-y#rti,marandu-a--zhuang-y,marandu-a,zhuang-y,rti,1,"Marandu, Annette","Zhuang, Yan",,Duke-NUS Medical School,Tanzania,Singapore
maro-v--maze-m#rti,maro-v--maze-m,maro-v,maze-m,rti,1,"Maro, Venance P","Maze, Michael J",,,Tanzania,New Zealand
maro-v--mbwasi-r#rti,maro-v--mbwasi-r,maro-v,mbwasi-r,rti,1,"Maro, Venance P","Mbwasi, Ronald",,,Tanzania,Tanzania
maro-v--mmbaga-b#rti,maro-v--mmbaga-b,maro-v,mmbaga-b,rti,1,"Maro, Venance P","Mmbaga, Blandina T",,,Tanzania,Tanzania
maro-v--moorthy-g#rti,maro-v--moorthy-g,maro-v,moorthy-g,rti,1,"Maro, Venance P","Moorthy, Ganga",,,Tanzania,United States
maro-v--ngocho-j#rti,maro-v--ngocho-j,maro-v,ngocho-j,rti,1,"Maro, Venance P","Ngocho, James S",,,Tanzania,Tanzania
maro-v--rubach-m#rti,maro-v--rubach-m,maro-v,rubach-m,rti,1,"Maro, Venance P","Rubach, Matthew P",,Duke-NUS Medical School,Tanzania,Singapore
maro-v--smith-g#rti,maro-v--smith-g,maro-v,smith-g,rti,1,"Maro, Venance P","Smith, Gavin Jd",,Duke-NUS Medical School,Tanzania,Singapore
maro-v--wang-l#rti,maro-v--wang-l,maro-v,wang-l,rti,1,"Maro, Venance P","Wang, Lin-Fa",,Duke-NUS Medical School,Tanzania,Singapore
maro-v--zahari-m#rti,maro-v--zahari-m,maro-v,zahari-m,rti,1,"Maro, Venance P","Zahari, Marina",,National University of Singapore,Tanzania,Singapore
maro-v--zhuang-y#rti,maro-v--zhuang-y,maro-v,zhuang-y,rti,1,"Maro, Venance P","Zhuang, Yan",,Duke-NUS Medical School,Tanzania,Singapore
maze-m--mbwasi-r#rti,maze-m--mbwasi-r,maze-m,mbwasi-r,rti,1,"Maze, Michael J","Mbwasi, Ronald",,,New Zealand,Tanzania
maze-m--mmbaga-b#rti,maze-m--mmbaga-b,maze-m,mmbaga-b,rti,1,"Maze, Michael J","Mmbaga, Blandina T",,,New Zealand,Tanzania
maze-m--moorthy-g#rti,maze-m--moorthy-g,maze-m,moorthy-g,rti,1,"Maze, Michael J","Moorthy, Ganga",,,New Zealand,United States
maze-m--ngocho-j#rti,maze-m--ngocho-j,maze-m,ngocho-j,rti,1,"Maze, Michael J","Ngocho, James S",,,New Zealand,Tanzania
maze-m--rubach-m#rti,maze-m--rubach-m,maze-m,rubach-m,rti,1,"Maze, Michael J","Rubach, Matthew P",,Duke-NUS Medical School,New Zealand,Singapore
maze-m--smith-g#rti,maze-m--smith-g,maze-m,smith-g,rti,1,"Maze, Michael J","Smith, Gavin Jd",,Duke-NUS Medical School,New Zealand,Singapore
maze-m--wang-l#rti,maze-m--wang-l,maze-m,wang-l,rti,1,"Maze, Michael J","Wang, Lin-Fa",,Duke-NUS Medical School,New Zealand,Singapore
maze-m--zahari-m#rti,maze-m--zahari-m,maze-m,zahari-m,rti,1,"Maze, Michael J","Zahari, Marina",,National University of Singapore,New Zealand,Singapore
maze-m--zhuang-y#rti,maze-m--zhuang-y,maze-m,zhuang-y,rti,1,"Maze, Michael J","Zhuang, Yan",,Duke-NUS Medical School,New Zealand,Singapore
mbwasi-r--mmbaga-b#rti,mbwasi-r--mmbaga-b,mbwasi-r,mmbaga-b,rti,1,"Mbwasi, Ronald","Mmbaga, Blandina T",,,Tanzania,Tanzania
mbwasi-r--moorthy-g#rti,mbwasi-r--moorthy-g,mbwasi-r,moorthy-g,rti,1,"Mbwasi, Ronald","Moorthy, Ganga",,,Tanzania,United States
mbwasi-r--ngocho-j#rti,mbwasi-r--ngocho-j,mbwasi-r,ngocho-j,rti,1,"Mbwasi, Ronald","Ngocho, James S",,,Tanzania,Tanzania
mbwasi-r--rubach-m#rti,mbwasi-r--rubach-m,mbwasi-r,rubach-m,rti,1,"Mbwasi, Ronald","Rubach, Matthew P",,Duke-NUS Medical School,Tanzania,Singapore
mbwasi-r--smith-g#rti,mbwasi-r--smith-g,mbwasi-r,smith-g,rti,1,"Mbwasi, Ronald","Smith, Gavin Jd",,Duke-NUS Medical School,Tanzania,Singapore
mbwasi-r--wang-l#rti,mbwasi-r--wang-l,mbwasi-r,wang-l,rti,1,"Mbwasi, Ronald","Wang, Lin-Fa",,Duke-NUS Medical School,Tanzania,Singapore
mbwasi-r--zahari-m#rti,mbwasi-r--zahari-m,mbwasi-r,zahari-m,rti,1,"Mbwasi, Ronald","Zahari, Marina",,National University of Singapore,Tanzania,Singapore
mbwasi-r--zhuang-y#rti,mbwasi-r--zhuang-y,mbwasi-r,zhuang-y,rti,1,"Mbwasi, Ronald","Zhuang, Yan",,Duke-NUS Medical School,Tanzania,Singapore
mmbaga-b--moorthy-g#rti,mmbaga-b--moorthy-g,mmbaga-b,moorthy-g,rti,1,"Mmbaga, Blandina T","Moorthy, Ganga",,,Tanzania,United States
mmbaga-b--ngocho-j#rti,mmbaga-b--ngocho-j,mmbaga-b,ngocho-j,rti,1,"Mmbaga, Blandina T","Ngocho, James S",,,Tanzania,Tanzania
