edge_id,pair_id,source,target,domain,weight,source_country,target_country,source_region,target_region,is_cross_border,involves_singapore
National University of Singapore--SingHealth#amr_hai,National University of Singapore--SingHealth,National University of Singapore,SingHealth,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
SingHealth--Singapore General Hospital#amr_hai,SingHealth--Singapore General Hospital,SingHealth,Singapore General Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
SingHealth--Tan Tock Seng Hospital#amr_hai,SingHealth--Tan Tock Seng Hospital,SingHealth,Tan Tock Seng Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
SingHealth--University of Melbourne#amr_hai,SingHealth--University of Melbourne,SingHealth,University of Melbourne,amr_hai,1,Singapore,Australia,Southeast Asia,Oceania,1,1
Singapore General Hospital--Tan Tock Seng Hospital#amr_hai,Singapore General Hospital--Tan Tock Seng Hospital,Singapore General Hospital,Tan Tock Seng Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Singapore General Hospital--University of Melbourne#amr_hai,Singapore General Hospital--University of Melbourne,Singapore General Hospital,University of Melbourne,amr_hai,1,Singapore,Australia,Southeast Asia,Oceania,1,1
Duke-NUS Medical School--Nanyang Technological University#sti,Duke-NUS Medical School--Nanyang Technological University,Duke-NUS Medical School,Nanyang Technological University,sti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University Hospital--Woodlands Health#rti,National University Hospital--Woodlands Health,National University Hospital,Woodlands Health,rti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University of Singapore--Woodlands Health#rti,National University of Singapore--Woodlands Health,National University of Singapore,Woodlands Health,rti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Tan Tock Seng Hospital--Woodlands Health#rti,Tan Tock Seng Hospital--Woodlands Health,Tan Tock Seng Hospital,Woodlands Health,rti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
London School of Hygiene & Tropical Medicine--University of Oxford#sti,London School of Hygiene & Tropical Medicine--University of Oxford,London School of Hygiene & Tropical Medicine,University of Oxford,sti,1,United Kingdom,United Kingdom,Europe,Europe,0,0
London School of Hygiene & Tropical Medicine--National University Health System#tb,London School of Hygiene & Tropical Medicine--National University Health System,London School of Hygiene & Tropical Medicine,National University Health System,tb,1,United Kingdom,Singapore,Europe,Southeast Asia,1,1
London School of Hygiene & Tropical Medicine--Oxford University Clinical Research Unit#tb,London School of Hygiene & Tropical Medicine--Oxford University Clinical Research Unit,London School of Hygiene & Tropical Medicine,Oxford University Clinical Research Unit,tb,1,United Kingdom,Viet Nam,Europe,Southeast Asia,1,0
London School of Hygiene & Tropical Medicine--University of Oxford#tb,London School of Hygiene & Tropical Medicine--University of Oxford,London School of Hygiene & Tropical Medicine,University of Oxford,tb,1,United Kingdom,United Kingdom,Europe,Europe,0,0
National University Health System--University of Oxford#tb,National University Health System--University of Oxford,National University Health System,University of Oxford,tb,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Oxford University Clinical Research Unit--University of Oxford#tb,Oxford University Clinical Research Unit--University of Oxford,Oxford University Clinical Research Unit,University of Oxford,tb,1,Viet Nam,United Kingdom,Southeast Asia,Europe,1,0
University of Melbourne--University of Oxford#tb,University of Melbourne--University of Oxford,University of Melbourne,University of Oxford,tb,1,Australia,United Kingdom,Oceania,Europe,1,0
National University of Singapore--World Health Organization#amr_hai,National University of Singapore--World Health Organization,National University of Singapore,World Health Organization,amr_hai,1,Singapore,Switzerland,Southeast Asia,Europe,1,1
University of Malaya--World Health Organization#vector_borne,University of Malaya--World Health Organization,University of Malaya,World Health Organization,vector_borne,1,Malaysia,Switzerland,Southeast Asia,Europe,1,0
Nanyang Technological University--University of Hong Kong#rti,Nanyang Technological University--University of Hong Kong,Nanyang Technological University,University of Hong Kong,rti,1,Singapore,Hong Kong SAR,Southeast Asia,East Asia,1,1
A*STAR Infectious Diseases Labs--Oxford University Clinical Research Unit#other_id,A*STAR Infectious Diseases Labs--Oxford University Clinical Research Unit,A*STAR Infectious Diseases Labs,Oxford University Clinical Research Unit,other_id,1,Singapore,Viet Nam,Southeast Asia,Southeast Asia,1,1
A*STAR Infectious Diseases Labs--University of Oxford#other_id,A*STAR Infectious Diseases Labs--University of Oxford,A*STAR Infectious Diseases Labs,University of Oxford,other_id,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Oxford University Clinical Research Unit--University of Oxford#other_id,Oxford University Clinical Research Unit--University of Oxford,Oxford University Clinical Research Unit,University of Oxford,other_id,1,Viet Nam,United Kingdom,Southeast Asia,Europe,1,0
A*STAR Infectious Diseases Labs--Temasek Life Sciences Laboratory#other_id,A*STAR Infectious Diseases Labs--Temasek Life Sciences Laboratory,A*STAR Infectious Diseases Labs,Temasek Life Sciences Laboratory,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University of Singapore--University of Hong Kong#sti,National University of Singapore--University of Hong Kong,National University of Singapore,University of Hong Kong,sti,1,Singapore,Hong Kong SAR,Southeast Asia,East Asia,1,1
Alexandra Hospital--National University Health System#rti,Alexandra Hospital--National University Health System,Alexandra Hospital,National University Health System,rti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Alexandra Hospital--National University of Singapore#rti,Alexandra Hospital--National University of Singapore,Alexandra Hospital,National University of Singapore,rti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Alexandra Hospital--Tan Tock Seng Hospital#rti,Alexandra Hospital--Tan Tock Seng Hospital,Alexandra Hospital,Tan Tock Seng Hospital,rti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Institute of Mental Health--National Centre for Infectious Diseases#amr_hai,Institute of Mental Health--National Centre for Infectious Diseases,Institute of Mental Health,National Centre for Infectious Diseases,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Institute of Mental Health--National Public Health Laboratory#amr_hai,Institute of Mental Health--National Public Health Laboratory,Institute of Mental Health,National Public Health Laboratory,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Institute of Mental Health--National University of Singapore#amr_hai,Institute of Mental Health--National University of Singapore,Institute of Mental Health,National University of Singapore,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Centre for Infectious Diseases--National Public Health Laboratory#amr_hai,National Centre for Infectious Diseases--National Public Health Laboratory,National Centre for Infectious Diseases,National Public Health Laboratory,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Public Health Laboratory--National University of Singapore#amr_hai,National Public Health Laboratory--National University of Singapore,National Public Health Laboratory,National University of Singapore,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Skin Centre--Peter Doherty Institute for Infection and Immunity#sti,National Skin Centre--Peter Doherty Institute for Infection and Immunity,National Skin Centre,Peter Doherty Institute for Infection and Immunity,sti,1,Singapore,Australia,Southeast Asia,Oceania,1,1
National University of Singapore--Singapore Immunology Network#rti,National University of Singapore--Singapore Immunology Network,National University of Singapore,Singapore Immunology Network,rti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University Health System--National University Hospital#other_id,National University Health System--National University Hospital,National University Health System,National University Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--London School of Hygiene & Tropical Medicine#rti,Duke-NUS Medical School--London School of Hygiene & Tropical Medicine,Duke-NUS Medical School,London School of Hygiene & Tropical Medicine,rti,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Mahidol University--Singapore General Hospital#vector_borne,Mahidol University--Singapore General Hospital,Mahidol University,Singapore General Hospital,vector_borne,1,Thailand,Singapore,Southeast Asia,Southeast Asia,1,1
Mahidol University--Takeda Pharmaceuticals#vector_borne,Mahidol University--Takeda Pharmaceuticals,Mahidol University,Takeda Pharmaceuticals,vector_borne,1,Thailand,United States,Southeast Asia,North America,1,0
Singapore General Hospital--Takeda Pharmaceuticals#vector_borne,Singapore General Hospital--Takeda Pharmaceuticals,Singapore General Hospital,Takeda Pharmaceuticals,vector_borne,1,Singapore,United States,Southeast Asia,North America,1,1
National University Health System--University of Hong Kong#rti,National University Health System--University of Hong Kong,National University Health System,University of Hong Kong,rti,1,Singapore,Hong Kong SAR,Southeast Asia,East Asia,1,1
Changi General Hospital--DSO National Laboratories#other_id,Changi General Hospital--DSO National Laboratories,Changi General Hospital,DSO National Laboratories,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Changi General Hospital--National University Health System#other_id,Changi General Hospital--National University Health System,Changi General Hospital,National University Health System,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
DSO National Laboratories--National University Health System#other_id,DSO National Laboratories--National University Health System,DSO National Laboratories,National University Health System,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
DSO National Laboratories--National University of Singapore#other_id,DSO National Laboratories--National University of Singapore,DSO National Laboratories,National University of Singapore,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
DSO National Laboratories--Singapore General Hospital#other_id,DSO National Laboratories--Singapore General Hospital,DSO National Laboratories,Singapore General Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University Health System--National University of Singapore#other_id,National University Health System--National University of Singapore,National University Health System,National University of Singapore,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University Health System--Singapore General Hospital#other_id,National University Health System--Singapore General Hospital,National University Health System,Singapore General Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Peter Doherty Institute for Infection and Immunity--SingHealth#vector_borne,Peter Doherty Institute for Infection and Immunity--SingHealth,Peter Doherty Institute for Infection and Immunity,SingHealth,vector_borne,1,Australia,Singapore,Oceania,Southeast Asia,1,1
Peter Doherty Institute for Infection and Immunity--Singapore Immunology Network#vector_borne,Peter Doherty Institute for Infection and Immunity--Singapore Immunology Network,Peter Doherty Institute for Infection and Immunity,Singapore Immunology Network,vector_borne,1,Australia,Singapore,Oceania,Southeast Asia,1,1
Duke-NUS Medical School--Mahidol University#amr_hai,Duke-NUS Medical School--Mahidol University,Duke-NUS Medical School,Mahidol University,amr_hai,1,Singapore,Thailand,Southeast Asia,Southeast Asia,1,1
Duke-NUS Medical School--University of Oxford#amr_hai,Duke-NUS Medical School--University of Oxford,Duke-NUS Medical School,University of Oxford,amr_hai,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Khoo Teck Puat Hospital--Tan Tock Seng Hospital#tb,Khoo Teck Puat Hospital--Tan Tock Seng Hospital,Khoo Teck Puat Hospital,Tan Tock Seng Hospital,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Nanyang Technological University--Peter Doherty Institute for Infection and Immunity#vector_borne,Nanyang Technological University--Peter Doherty Institute for Infection and Immunity,Nanyang Technological University,Peter Doherty Institute for Infection and Immunity,vector_borne,1,Singapore,Australia,Southeast Asia,Oceania,1,1
Peter Doherty Institute for Infection and Immunity--University of Melbourne#vector_borne,Peter Doherty Institute for Infection and Immunity--University of Melbourne,Peter Doherty Institute for Infection and Immunity,University of Melbourne,vector_borne,1,Australia,Australia,Oceania,Oceania,0,0
National Cancer Centre Singapore--National Centre for Infectious Diseases#tb,National Cancer Centre Singapore--National Centre for Infectious Diseases,National Cancer Centre Singapore,National Centre for Infectious Diseases,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University of Singapore--Temasek Life Sciences Laboratory#amr_hai,National University of Singapore--Temasek Life Sciences Laboratory,National University of Singapore,Temasek Life Sciences Laboratory,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--SingHealth#other_id,Duke-NUS Medical School--SingHealth,Duke-NUS Medical School,SingHealth,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University of Singapore--SingHealth#other_id,National University of Singapore--SingHealth,National University of Singapore,SingHealth,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
SingHealth--Singapore General Hospital#other_id,SingHealth--Singapore General Hospital,SingHealth,Singapore General Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Harvard University--National University of Singapore#rti,Harvard University--National University of Singapore,Harvard University,National University of Singapore,rti,1,United States,Singapore,North America,Southeast Asia,1,1
Alexandra Hospital--National University Hospital#rti,Alexandra Hospital--National University Hospital,Alexandra Hospital,National University Hospital,rti,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
London School of Hygiene & Tropical Medicine--Mahidol University#amr_hai,London School of Hygiene & Tropical Medicine--Mahidol University,London School of Hygiene & Tropical Medicine,Mahidol University,amr_hai,1,United Kingdom,Thailand,Europe,Southeast Asia,1,0
London School of Hygiene & Tropical Medicine--Oxford University Clinical Research Unit#amr_hai,London School of Hygiene & Tropical Medicine--Oxford University Clinical Research Unit,London School of Hygiene & Tropical Medicine,Oxford University Clinical Research Unit,amr_hai,1,United Kingdom,Viet Nam,Europe,Southeast Asia,1,0
London School of Hygiene & Tropical Medicine--University of Oxford#amr_hai,London School of Hygiene & Tropical Medicine--University of Oxford,London School of Hygiene & Tropical Medicine,University of Oxford,amr_hai,1,United Kingdom,United Kingdom,Europe,Europe,0,0
London School of Hygiene & Tropical Medicine--Mahidol University#vector_borne,London School of Hygiene & Tropical Medicine--Mahidol University,London School of Hygiene & Tropical Medicine,Mahidol University,vector_borne,1,United Kingdom,Thailand,Europe,Southeast Asia,1,0
London School of Hygiene & Tropical Medicine--University of Oxford#vector_borne,London School of Hygiene & Tropical Medicine--University of Oxford,London School of Hygiene & Tropical Medicine,University of Oxford,vector_borne,1,United Kingdom,United Kingdom,Europe,Europe,0,0
National Public Health Laboratory--National University of Singapore#vector_borne,National Public Health Laboratory--National University of Singapore,National Public Health Laboratory,National University of Singapore,vector_borne,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Nanyang Technological University--Oxford University Clinical Research Unit#vector_borne,Nanyang Technological University--Oxford University Clinical Research Unit,Nanyang Technological University,Oxford University Clinical Research Unit,vector_borne,1,Singapore,Viet Nam,Southeast Asia,Southeast Asia,1,1
Nanyang Technological University--University of Oxford#vector_borne,Nanyang Technological University--University of Oxford,Nanyang Technological University,University of Oxford,vector_borne,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
National University of Singapore--University of Hong Kong#tb,National University of Singapore--University of Hong Kong,National University of Singapore,University of Hong Kong,tb,1,Singapore,Hong Kong SAR,Southeast Asia,East Asia,1,1
London School of Hygiene & Tropical Medicine--Nanyang Technological University#amr_hai,London School of Hygiene & Tropical Medicine--Nanyang Technological University,London School of Hygiene & Tropical Medicine,Nanyang Technological University,amr_hai,1,United Kingdom,Singapore,Europe,Southeast Asia,1,1
London School of Hygiene & Tropical Medicine--National Centre for Infectious Diseases#amr_hai,London School of Hygiene & Tropical Medicine--National Centre for Infectious Diseases,London School of Hygiene & Tropical Medicine,National Centre for Infectious Diseases,amr_hai,1,United Kingdom,Singapore,Europe,Southeast Asia,1,1
London School of Hygiene & Tropical Medicine--Peter Doherty Institute for Infection and Immunity#amr_hai,London School of Hygiene & Tropical Medicine--Peter Doherty Institute for Infection and Immunity,London School of Hygiene & Tropical Medicine,Peter Doherty Institute for Infection and Immunity,amr_hai,1,United Kingdom,Australia,Europe,Oceania,1,0
London School of Hygiene & Tropical Medicine--Tan Tock Seng Hospital#amr_hai,London School of Hygiene & Tropical Medicine--Tan Tock Seng Hospital,London School of Hygiene & Tropical Medicine,Tan Tock Seng Hospital,amr_hai,1,United Kingdom,Singapore,Europe,Southeast Asia,1,1
London School of Hygiene & Tropical Medicine--University of Melbourne#amr_hai,London School of Hygiene & Tropical Medicine--University of Melbourne,London School of Hygiene & Tropical Medicine,University of Melbourne,amr_hai,1,United Kingdom,Australia,Europe,Oceania,1,0
Nanyang Technological University--Peter Doherty Institute for Infection and Immunity#amr_hai,Nanyang Technological University--Peter Doherty Institute for Infection and Immunity,Nanyang Technological University,Peter Doherty Institute for Infection and Immunity,amr_hai,1,Singapore,Australia,Southeast Asia,Oceania,1,1
National Centre for Infectious Diseases--Peter Doherty Institute for Infection and Immunity#amr_hai,National Centre for Infectious Diseases--Peter Doherty Institute for Infection and Immunity,National Centre for Infectious Diseases,Peter Doherty Institute for Infection and Immunity,amr_hai,1,Singapore,Australia,Southeast Asia,Oceania,1,1
National University of Singapore--Peter Doherty Institute for Infection and Immunity#amr_hai,National University of Singapore--Peter Doherty Institute for Infection and Immunity,National University of Singapore,Peter Doherty Institute for Infection and Immunity,amr_hai,1,Singapore,Australia,Southeast Asia,Oceania,1,1
Peter Doherty Institute for Infection and Immunity--Tan Tock Seng Hospital#amr_hai,Peter Doherty Institute for Infection and Immunity--Tan Tock Seng Hospital,Peter Doherty Institute for Infection and Immunity,Tan Tock Seng Hospital,amr_hai,1,Australia,Singapore,Oceania,Southeast Asia,1,1
Peter Doherty Institute for Infection and Immunity--University of Melbourne#amr_hai,Peter Doherty Institute for Infection and Immunity--University of Melbourne,Peter Doherty Institute for Infection and Immunity,University of Melbourne,amr_hai,1,Australia,Australia,Oceania,Oceania,0,0
Communicable Diseases Agency--Duke-NUS Medical School#other_id,Communicable Diseases Agency--Duke-NUS Medical School,Communicable Diseases Agency,Duke-NUS Medical School,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--Mahidol University#other_id,Communicable Diseases Agency--Mahidol University,Communicable Diseases Agency,Mahidol University,other_id,1,Singapore,Thailand,Southeast Asia,Southeast Asia,1,1
Communicable Diseases Agency--Nanyang Technological University#other_id,Communicable Diseases Agency--Nanyang Technological University,Communicable Diseases Agency,Nanyang Technological University,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--National Centre for Infectious Diseases#other_id,Communicable Diseases Agency--National Centre for Infectious Diseases,Communicable Diseases Agency,National Centre for Infectious Diseases,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--National University Hospital#other_id,Communicable Diseases Agency--National University Hospital,Communicable Diseases Agency,National University Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--National University of Singapore#other_id,Communicable Diseases Agency--National University of Singapore,Communicable Diseases Agency,National University of Singapore,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--Singapore General Hospital#other_id,Communicable Diseases Agency--Singapore General Hospital,Communicable Diseases Agency,Singapore General Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--Tan Tock Seng Hospital#other_id,Communicable Diseases Agency--Tan Tock Seng Hospital,Communicable Diseases Agency,Tan Tock Seng Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Communicable Diseases Agency--University of Malaya#other_id,Communicable Diseases Agency--University of Malaya,Communicable Diseases Agency,University of Malaya,other_id,1,Singapore,Malaysia,Southeast Asia,Southeast Asia,1,1
Communicable Diseases Agency--University of Oxford#other_id,Communicable Diseases Agency--University of Oxford,Communicable Diseases Agency,University of Oxford,other_id,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Duke-NUS Medical School--Mahidol University#other_id,Duke-NUS Medical School--Mahidol University,Duke-NUS Medical School,Mahidol University,other_id,1,Singapore,Thailand,Southeast Asia,Southeast Asia,1,1
Duke-NUS Medical School--Nanyang Technological University#other_id,Duke-NUS Medical School--Nanyang Technological University,Duke-NUS Medical School,Nanyang Technological University,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--National Centre for Infectious Diseases#other_id,Duke-NUS Medical School--National Centre for Infectious Diseases,Duke-NUS Medical School,National Centre for Infectious Diseases,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--National University Hospital#other_id,Duke-NUS Medical School--National University Hospital,Duke-NUS Medical School,National University Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--Tan Tock Seng Hospital#other_id,Duke-NUS Medical School--Tan Tock Seng Hospital,Duke-NUS Medical School,Tan Tock Seng Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Duke-NUS Medical School--University of Malaya#other_id,Duke-NUS Medical School--University of Malaya,Duke-NUS Medical School,University of Malaya,other_id,1,Singapore,Malaysia,Southeast Asia,Southeast Asia,1,1
Duke-NUS Medical School--University of Oxford#other_id,Duke-NUS Medical School--University of Oxford,Duke-NUS Medical School,University of Oxford,other_id,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Mahidol University--Nanyang Technological University#other_id,Mahidol University--Nanyang Technological University,Mahidol University,Nanyang Technological University,other_id,1,Thailand,Singapore,Southeast Asia,Southeast Asia,1,1
Mahidol University--National Centre for Infectious Diseases#other_id,Mahidol University--National Centre for Infectious Diseases,Mahidol University,National Centre for Infectious Diseases,other_id,1,Thailand,Singapore,Southeast Asia,Southeast Asia,1,1
Mahidol University--National University Hospital#other_id,Mahidol University--National University Hospital,Mahidol University,National University Hospital,other_id,1,Thailand,Singapore,Southeast Asia,Southeast Asia,1,1
Mahidol University--National University of Singapore#other_id,Mahidol University--National University of Singapore,Mahidol University,National University of Singapore,other_id,1,Thailand,Singapore,Southeast Asia,Southeast Asia,1,1
Mahidol University--Singapore General Hospital#other_id,Mahidol University--Singapore General Hospital,Mahidol University,Singapore General Hospital,other_id,1,Thailand,Singapore,Southeast Asia,Southeast Asia,1,1
Mahidol University--Tan Tock Seng Hospital#other_id,Mahidol University--Tan Tock Seng Hospital,Mahidol University,Tan Tock Seng Hospital,other_id,1,Thailand,Singapore,Southeast Asia,Southeast Asia,1,1
Mahidol University--University of Malaya#other_id,Mahidol University--University of Malaya,Mahidol University,University of Malaya,other_id,1,Thailand,Malaysia,Southeast Asia,Southeast Asia,1,0
Mahidol University--University of Oxford#other_id,Mahidol University--University of Oxford,Mahidol University,University of Oxford,other_id,1,Thailand,United Kingdom,Southeast Asia,Europe,1,0
Nanyang Technological University--Tan Tock Seng Hospital#other_id,Nanyang Technological University--Tan Tock Seng Hospital,Nanyang Technological University,Tan Tock Seng Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Nanyang Technological University--University of Malaya#other_id,Nanyang Technological University--University of Malaya,Nanyang Technological University,University of Malaya,other_id,1,Singapore,Malaysia,Southeast Asia,Southeast Asia,1,1
Nanyang Technological University--University of Oxford#other_id,Nanyang Technological University--University of Oxford,Nanyang Technological University,University of Oxford,other_id,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
National Centre for Infectious Diseases--National University Hospital#other_id,National Centre for Infectious Diseases--National University Hospital,National Centre for Infectious Diseases,National University Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Centre for Infectious Diseases--Singapore General Hospital#other_id,National Centre for Infectious Diseases--Singapore General Hospital,National Centre for Infectious Diseases,Singapore General Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Centre for Infectious Diseases--Tan Tock Seng Hospital#other_id,National Centre for Infectious Diseases--Tan Tock Seng Hospital,National Centre for Infectious Diseases,Tan Tock Seng Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National Centre for Infectious Diseases--University of Malaya#other_id,National Centre for Infectious Diseases--University of Malaya,National Centre for Infectious Diseases,University of Malaya,other_id,1,Singapore,Malaysia,Southeast Asia,Southeast Asia,1,1
National Centre for Infectious Diseases--University of Oxford#other_id,National Centre for Infectious Diseases--University of Oxford,National Centre for Infectious Diseases,University of Oxford,other_id,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
National University Hospital--Tan Tock Seng Hospital#other_id,National University Hospital--Tan Tock Seng Hospital,National University Hospital,Tan Tock Seng Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University Hospital--University of Malaya#other_id,National University Hospital--University of Malaya,National University Hospital,University of Malaya,other_id,1,Singapore,Malaysia,Southeast Asia,Southeast Asia,1,1
National University Hospital--University of Oxford#other_id,National University Hospital--University of Oxford,National University Hospital,University of Oxford,other_id,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
National University of Singapore--Tan Tock Seng Hospital#other_id,National University of Singapore--Tan Tock Seng Hospital,National University of Singapore,Tan Tock Seng Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University of Singapore--University of Malaya#other_id,National University of Singapore--University of Malaya,National University of Singapore,University of Malaya,other_id,1,Singapore,Malaysia,Southeast Asia,Southeast Asia,1,1
National University of Singapore--University of Oxford#other_id,National University of Singapore--University of Oxford,National University of Singapore,University of Oxford,other_id,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Singapore General Hospital--Tan Tock Seng Hospital#other_id,Singapore General Hospital--Tan Tock Seng Hospital,Singapore General Hospital,Tan Tock Seng Hospital,other_id,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Singapore General Hospital--University of Malaya#other_id,Singapore General Hospital--University of Malaya,Singapore General Hospital,University of Malaya,other_id,1,Singapore,Malaysia,Southeast Asia,Southeast Asia,1,1
Singapore General Hospital--University of Oxford#other_id,Singapore General Hospital--University of Oxford,Singapore General Hospital,University of Oxford,other_id,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Tan Tock Seng Hospital--University of Malaya#other_id,Tan Tock Seng Hospital--University of Malaya,Tan Tock Seng Hospital,University of Malaya,other_id,1,Singapore,Malaysia,Southeast Asia,Southeast Asia,1,1
Tan Tock Seng Hospital--University of Oxford#other_id,Tan Tock Seng Hospital--University of Oxford,Tan Tock Seng Hospital,University of Oxford,other_id,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
University of Malaya--University of Oxford#other_id,University of Malaya--University of Oxford,University of Malaya,University of Oxford,other_id,1,Malaysia,United Kingdom,Southeast Asia,Europe,1,0
Alexandra Hospital--National University Hospital#amr_hai,Alexandra Hospital--National University Hospital,Alexandra Hospital,National University Hospital,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Alexandra Hospital--National University of Singapore#amr_hai,Alexandra Hospital--National University of Singapore,Alexandra Hospital,National University of Singapore,amr_hai,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
A*STAR Infectious Diseases Labs--University of Oxford#tb,A*STAR Infectious Diseases Labs--University of Oxford,A*STAR Infectious Diseases Labs,University of Oxford,tb,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
National Centre for Infectious Diseases--University of Oxford#tb,National Centre for Infectious Diseases--University of Oxford,National Centre for Infectious Diseases,University of Oxford,tb,1,Singapore,United Kingdom,Southeast Asia,Europe,1,1
Environmental Health Institute--National Environment Agency#vector_borne,Environmental Health Institute--National Environment Agency,Environmental Health Institute,National Environment Agency,vector_borne,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Experimental Drug Development Centre--Nanyang Technological University#tb,Experimental Drug Development Centre--Nanyang Technological University,Experimental Drug Development Centre,Nanyang Technological University,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
Experimental Drug Development Centre--National Centre for Infectious Diseases#tb,Experimental Drug Development Centre--National Centre for Infectious Diseases,Experimental Drug Development Centre,National Centre for Infectious Diseases,tb,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
National University Health System--National University of Singapore#vector_borne,National University Health System--National University of Singapore,National University Health System,National University of Singapore,vector_borne,1,Singapore,Singapore,Southeast Asia,Southeast Asia,0,1
