uid,pmid,pmc,doi,url,title,journal,journal_abbrev,year,pub_date,language,article_types,n_authors,n_institutions,n_countries,primary_domain,primary_domain_label,domains,is_multi_domain,primary_subdomain,subdomains,research_types,n_research_types,singapore_led,is_international,first_author,last_author,first_author_country,last_author_country,sg_institutions,countries,institutions,topic_id,topic_label,topic_terms,topic_map_x,topic_map_y,screening_decision,screening_decided_by,screening_rules,screening_flags,sources,query_ids,needs_manual_metadata
doi:10.1093/ofid/ofag421,42483035,PMC13386172,10.1093/ofid/ofag421,https://pubmed.ncbi.nlm.nih.gov/42483035/,The Case for N-acetylcysteine in Dengue Associated Liver Injury: Time for Definitive Evidence.,Open forum infectious diseases,Open Forum Infect Dis,2026,2026-07-07,eng,Journal Article,15,4,6,vector_borne,Vector-borne diseases,vector_borne,0,Other/unspecified,,,0,0,1,"McBride, Angela","Yacoub, Sophie",United Kingdom,United Kingdom,National Centre for Infectious Diseases|National University of Singapore,Japan|Malaysia|Nepal|Singapore|United Kingdom|Viet Nam,National Centre for Infectious Diseases|National University of Singapore|Oxford University Clinical Research Unit|University of Oxford,vector_borne_t3,"malaria, plasmodium, cell, cells","malaria, plasmodium, cell, cells, responsible, parasite, erythrocytes, binding",0.506278,0.886404,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_vector_borne_1,0
doi:10.1371/journal.pgph.0007105,42599959,PMC13475963,10.1371/journal.pgph.0007105,https://pubmed.ncbi.nlm.nih.gov/42599959/,The 'Other' face of health security: Reimagining epistemic attachments in global health.,PLOS global public health,PLOS Glob Public Health,2026,2026-08-14,eng,Journal Article,8,2,3,rti,Respiratory-tract infections,rti,0,Other/unspecified,,,0,1,1,"López Toledano, Max D","Howard, Natasha",Singapore,Singapore,National University of Singapore,Iraq|Singapore|United Kingdom,London School of Hygiene & Tropical Medicine|National University of Singapore,rti_t5,"social, health, public, key","social, health, public, key, policy, diverse, based, framework",0.374735,0.209025,include,mechanical,INC-GEO-01,,pubmed,geo_rti_1,0
doi:10.1016/j.jep.2026.122318,42665167,,10.1016/j.jep.2026.122318,https://pubmed.ncbi.nlm.nih.gov/42665167/,Terminalia chebula Retz. aqueous extract exerts anti-adhesive and anti-inflammatory effects against Helicobacter pylori: Insights from lysine metabolism remodeling and fecal metabolomics.,Journal of ethnopharmacology,J Ethnopharmacol,2026,2026-08-29,eng,Journal Article,10,1,2,other_id,Other infectious disease,other_id,0,Other/unspecified,,Basic research,1,0,1,"Ou, Ling","Chen, Ye",China,China,National University of Singapore,China|Singapore,National University of Singapore,other_id_t1,"cell, cells, vitro, reduced","cell, cells, vitro, reduced, promising, infection, demonstrate, therapeutic",0.604106,0.433634,include,agent,INC-TOP-01,,pubmed,geo_amr_hai_1,0
doi:10.2196/88849,42566744,PMC13450889,10.2196/88849,https://pubmed.ncbi.nlm.nih.gov/42566744/,Temporal Dynamics of Influenza-Associated Anxiety Symptom Linguistic Markers on Weibo (2023-2024): Observational Study.,JMIR infodemiology,JMIR Infodemiology,2026,2026-08-07,eng,Journal Article|Observational Study,3,1,5,rti,Respiratory-tract infections,rti,0,"Influenza, Human","Influenza, Human",Surveillance and epidemiology,1,1,1,"Ou, Yifan","Schulz, Peter Johannes",Belgium,Republic of Korea,Nanyang Technological University,Belgium|Republic of Korea|Singapore|Switzerland|United Kingdom,Nanyang Technological University,rti_t1,"incidence, months, remained, maternal","incidence, months, remained, maternal, infants, retrospective, database, april",0.471568,0.541724,include,mechanical,INC-GEO-01,,pubmed,geo_rti_2|geo_rti_4|geo_rti_5,0
doi:10.1017/ice.2026.10526,42572267,,10.1017/ice.2026.10526,https://pubmed.ncbi.nlm.nih.gov/42572267/,Targeted blower-assisted thermal disinfection for persistent distal outlet Legionella contamination in a tertiary hospital water system.,Infection control and hospital epidemiology,Infect Control Hosp Epidemiol,2026,2026-08-10,eng,Journal Article,6,3,1,rti,Respiratory-tract infections,rti,0,Other/unspecified,,,0,1,0,"Seah, Jiahua","Ling, Moi Lin",Singapore,Singapore,National Cancer Centre Singapore|SingHealth|Singapore General Hospital,Singapore,National Cancer Centre Singapore|SingHealth|Singapore General Hospital,rti_t1,"incidence, months, remained, maternal","incidence, months, remained, maternal, infants, retrospective, database, april",0.545835,0.400306,include,mechanical,INC-GEO-01,,pubmed,geo_rti_2,0
doi:10.1093/epirev/mxag011,42183753,PMC13291317,10.1093/epirev/mxag011,https://pubmed.ncbi.nlm.nih.gov/42183753/,Systematic review of environmental factors associated with severe fever with thrombocytopenia syndrome occurrences.,Epidemiologic reviews,Epidemiol Rev,2026,2026-Jan-29,eng,"Journal Article|Systematic Review|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, P.H.S.",4,2,5,other_id,Other infectious disease,other_id,0,Other/unspecified,,Surveillance and epidemiology|Transmission,2,1,1,"Lee, Gayoung","Jung, Sung-Mok",United States,Japan,National University of Singapore,Japan|Republic of Korea|Singapore|United Kingdom|United States,London School of Hygiene & Tropical Medicine|National University of Singapore,other_id_t3,"understanding, environmental, humans, animals","understanding, environmental, humans, animals, often, mechanisms, health, human",1.0,0.545398,include,agent,INC-TOP-01,,pubmed,geo_vector_borne_2|geo_vector_borne_4,0
doi:10.1080/21645515.2026.2661118,42307717,,10.1080/21645515.2026.2661118,https://pubmed.ncbi.nlm.nih.gov/42307717/,Systematic literature review on pneumococcal vaccination recommendations in national immunization programs for the pediatric population in select areas in the Asia Pacific region.,Human vaccines & immunotherapeutics,Hum Vaccin Immunother,2026,2026-06-17,eng,Journal Article|Systematic Review,8,2,6,rti,Respiratory-tract infections,rti,0,Other/unspecified,,Vaccine,1,0,1,"Zaidi, Omer","Sukarom, Isaya",United States,Thailand,,China|Hong Kong SAR|Republic of Korea|Singapore|Thailand|United States,National University Hospital|University of Hong Kong,rti_t2,"sars-cov-2, responses, immune, vaccine","sars-cov-2, responses, immune, vaccine, vaccines, spike, humans, female",0.89042,0.415066,include,mechanical,INC-GEO-01,regional_participation,pubmed,geo_rti_4,0
doi:10.1088/1361-6528/ae8602,42454440,,10.1088/1361-6528/ae8602,https://pubmed.ncbi.nlm.nih.gov/42454440/,"Synthesis, characterization, and therapeutic evaluation of neem-extract stabilized zinc oxide nanoparticles against avian pathogenicin broilers.",Nanotechnology,Nanotechnology,2026,2026-07-15,eng,Journal Article,9,1,3,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Anti-Bacterial Agents,Anti-Bacterial Agents|Microbial Sensitivity Tests|Escherichia coli,,0,1,1,"Khan, Muhammad Zameel","Naeem, Ammar Danyal",Pakistan,Pakistan,National University of Singapore,China|Pakistan|Singapore,National University of Singapore,amr_hai_t2,"agents, tests, activity, sensitivity","agents, tests, activity, sensitivity, antibacterial, anti-bacterial, animals, microbial",0.179687,0.13126,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_1|geo_amr_hai_4,0
doi:10.1186/s12889-026-26538-7,41668085,PMC12998312,10.1186/s12889-026-26538-7,https://pubmed.ncbi.nlm.nih.gov/41668085/,"Survival outcomes of older people living with HIV from 2001 to 2020 in Hunan, China: a retrospective cohort study.",BMC public health,BMC Public Health,2026,2026-02-10,eng,Journal Article,10,1,3,sti,Sexually-transmitted infections,sti,0,HIV Infections,HIV Infections,Clinical studies,1,0,1,"Zuo, Hong","Wang, Honghong",China,China,National University of Singapore,China|Singapore|United States,National University of Singapore,sti_t1,"hiv, therapy, male, infections","hiv, therapy, male, infections, people, living, infection, agents",0.883017,0.539357,include,mechanical,INC-GEO-01,,pubmed,geo_sti_2|geo_sti_3|geo_sti_4,0
doi:10.1016/j.idh.2026.100423,42025077,,10.1016/j.idh.2026.100423,https://pubmed.ncbi.nlm.nih.gov/42025077/,Surgical site infection following caesarean section: Incidence and healthcare resource utilisation in a tertiary mother and children hospital in Malaysia.,"Infection, disease & health",Infect Dis Health,2026,2026-04-22,eng,Journal Article,14,0,3,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Surgical Wound Infection,Surgical Wound Infection,Surveillance and epidemiology|Clinical studies|Infection prevention and control,3,0,1,"Lee, Kenneth Kwing Chin","Sellappans, Renukha",Malaysia,Malaysia,,Malaysia|Republic of Korea|Singapore,,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.405053,0.786031,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_5,0
doi:10.1016/s0140-6736(26)00410-1,42070573,,10.1016/s0140-6736(26)00410-1,https://pubmed.ncbi.nlm.nih.gov/42070573/,Substantial increases in cervical cancer inequalities worldwide without enhanced human papillomavirus vaccination and screening efforts: a global modelling study.,"Lancet (London, England)",Lancet,2026,2026-May-02,eng,Journal Article,10,2,5,sti,Sexually-transmitted infections,sti,0,Papillomavirus Infections,Papillomavirus Infections|Human Papillomavirus Viruses|Uterine Cervical Neoplasms|Early Detection of Cancer,Modelling|Surveillance and epidemiology|Vaccine,3,1,1,"Brisson, Marc","Barnabas, Ruanne V",Canada,United States,National University of Singapore,Canada|Senegal|Singapore|Spain|United States,Harvard University|National University of Singapore,sti_t2,"vaccines, health, program, national","vaccines, health, program, national, papillomavirus, vaccination, human, per",0.155318,0.18027,include,mechanical,INC-GEO-01,,pubmed,geo_sti_1|geo_sti_3|geo_sti_4,0
doi:10.1021/acsinfecdis.6c00114,42673356,,10.1021/acsinfecdis.6c00114,https://pubmed.ncbi.nlm.nih.gov/42673356/,Structural Insights into Pyrethroid Recognition by Anopheles Chemosensory Proteins.,ACS infectious diseases,ACS Infect Dis,2026,2026-08-24,eng,Journal Article,14,1,3,vector_borne,Vector-borne diseases,vector_borne,0,Other/unspecified,,Entomology,1,0,1,"Biswas, Shibani","Chakraborti, Soumyananda",India,India,National University of Singapore,France|India|Singapore,National University of Singapore,vector_borne_t3,"malaria, plasmodium, cell, cells","malaria, plasmodium, cell, cells, responsible, parasite, erythrocytes, binding",0.419358,0.194669,include,mechanical,INC-GEO-01,,pubmed,geo_vector_borne_1|geo_vector_borne_2|geo_vector_borne_3,0
doi:10.3390/pathogens15030278,41901731,PMC13029090,10.3390/pathogens15030278,https://pubmed.ncbi.nlm.nih.gov/41901731/,Species as an Emerging Pathogen: A Comprehensive Review of Clinical and Microbiological Evidence.,"Pathogens (Basel, Switzerland)",Pathogens,2026,2026-03-04,eng,Journal Article|Review,4,2,1,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Anti-Bacterial Agents,Anti-Bacterial Agents,Outbreak management|Genomics|Case study|Infection prevention and control,4,1,0,"Tan, Jacqueline Wan Yu","See, Kay Choong",Singapore,Singapore,National University Hospital|National University of Singapore,Singapore,National University Hospital|National University of Singapore,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.755979,0.606487,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_2,0
doi:10.2196/87909,42524835,PMC13418094,10.2196/87909,https://pubmed.ncbi.nlm.nih.gov/42524835/,Sociodemographic and Health-Risk Determinants of COVID-19 Vaccine Booster Preferences and Willingness to Pay in Singapore: Discrete Choice Experiment.,Interactive journal of medical research,Interact J Med Res,2026,2026-07-29,eng,Journal Article,4,1,1,rti,Respiratory-tract infections,rti,0,Other/unspecified,,Vaccine,1,1,0,"Cheng, Hooi Swang","Ang, Ian Yi Han",Singapore,Singapore,National University of Singapore,Singapore,National University of Singapore,rti_t1,"incidence, months, remained, maternal","incidence, months, remained, maternal, infants, retrospective, database, april",0.554926,0.498718,include,mechanical,INC-GEO-01,,pubmed,geo_rti_1,0
doi:10.1080/09540121.2026.2632324,41705447,,10.1080/09540121.2026.2632324,https://pubmed.ncbi.nlm.nih.gov/41705447/,Social support and depressive symptoms among people living with HIV in Cambodia: a cross-sectional study.,AIDS care,AIDS Care,2026,2026-02-18,eng,Journal Article,10,1,4,sti,Sexually-transmitted infections,sti,0,Other/unspecified,,Surveillance and epidemiology,1,1,1,"Khan, Zar-Tashiya B","Yi, Siyan",Singapore,Cambodia,National University of Singapore,Cambodia|Japan|Singapore|United States,National University of Singapore,sti_t1,"hiv, therapy, male, infections","hiv, therapy, male, infections, people, living, infection, agents",0.58274,0.798898,include,mechanical,INC-GEO-01,,pubmed,geo_sti_2,0
doi:10.1016/s1473-3099(26)00357-9,42628558,,10.1016/s1473-3099(26)00357-9,https://pubmed.ncbi.nlm.nih.gov/42628558/,"Severe health-care-associated infections and antimicrobial resistance in an Asian Surveillance Network (ACORN-HAI): a multicentre, prospective cohort study.",The Lancet. Infectious diseases,Lancet Infect Dis,2026,2026-08-21,eng,Journal Article,51,8,19,amr_hai,AMR and healthcare-associated infections,amr_hai|rti,1,Other/unspecified,,Surveillance and epidemiology|Clinical studies,2,1,1,"Mo, Yin",,Singapore,,National University Hospital|National University of Singapore|Singapore General Hospital,Bangladesh|Brunei Darussalam|Cambodia|China|India|Indonesia|Japan|Malaysia|Mongolia|Nepal|Pakistan|Philippines|Singapore|Sri Lanka|Taiwan|Thailand|Timor-Leste|United Kingdom|Viet Nam,Mahidol University|National University Hospital|National University of Singapore|Oxford University Clinical Research Unit|Singapore General Hospital|Universitas Indonesia|University of Hong Kong|University of Oxford,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.529169,0.595696,include,mechanical,INC-GEO-01,,pubmed,geo_all_id_1|geo_amr_hai_1|geo_rti_3,0
doi:10.1073/pnas.2532225123,42636358,PMC13508086,10.1073/pnas.2532225123,https://pubmed.ncbi.nlm.nih.gov/42636358/,SIRT2 deacylase modulators control B cell metabolic reprogramming in EBV infection and mitogenic activation.,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,2026,2026-08-24,eng,Journal Article,11,2,2,other_id,Other infectious disease,other_id,0,Other/unspecified,,Basic research|Immunology,2,1,1,"Hill, Kaeden K","Luftig, Micah A",,Singapore,National University of Singapore,Singapore|United Kingdom,National University of Singapore|University of Cambridge,other_id_t1,"cell, cells, vitro, reduced","cell, cells, vitro, reduced, promising, infection, demonstrate, therapeutic",0.823247,0.864301,include,agent,INC-TOP-01,,pubmed,geo_all_id_1,0
doi:10.1016/j.bcp.2026.118104,42178049,,10.1016/j.bcp.2026.118104,https://pubmed.ncbi.nlm.nih.gov/42178049/,Role of pregnane X receptor in the upregulation of human aldehyde oxidase gene expression.,Biochemical pharmacology,Biochem Pharmacol,2026,2026-05-23,eng,Journal Article,3,1,2,tb,Tuberculosis,tb,0,Rifampin,Rifampin,Basic research,1,1,1,"Chen, Shiyan","Lau, Aik Jiang",Singapore,Canada,National University of Singapore,Canada|Singapore,National University of Singapore,tb_t1,"antitubercular, drug, agents, multidrug-resistant","antitubercular, drug, agents, multidrug-resistant, treatment, rifampin, drugs, mycobacterium",1.0,0.805089,include,mechanical,INC-GEO-01,,pubmed,geo_tb_2|geo_tb_3,0
doi:10.1038/s44360-026-00080-7,42272941,PMC13246439,10.1038/s44360-026-00080-7,https://pubmed.ncbi.nlm.nih.gov/42272941/,Role of community and sexual contacts as drivers of MPXV clade I.,Nature health,Nat Health,2026,2026-04-06,eng,Journal Article,15,4,6,sti,Sexually-transmitted infections,sti,0,Other/unspecified,,Surveillance and epidemiology|Transmission,2,1,1,"Murayama, Hiroaki","Endo, Akira",Japan,Japan,Nanyang Technological University|National Centre for Infectious Diseases|National University of Singapore,Democratic Republic of the Congo|Japan|Singapore|South Africa|United Kingdom|United States,London School of Hygiene & Tropical Medicine|Nanyang Technological University|National Centre for Infectious Diseases|National University of Singapore,sti_t1,"hiv, therapy, male, infections","hiv, therapy, male, infections, people, living, infection, agents",0.074538,0.715036,include,mechanical,INC-GEO-01,,pubmed,geo_sti_2,0
doi:10.1111/camh.70112,42557101,,10.1111/camh.70112,https://pubmed.ncbi.nlm.nih.gov/42557101/,Risk of new-incident mental health diagnoses following SARS-CoV-2 infection amongst children and young adults in Singapore: a retrospective cohort study.,Child and adolescent mental health,Child Adolesc Ment Health,2026,2026-08-05,eng,Journal Article,10,7,1,rti,Respiratory-tract infections,rti,0,Other/unspecified,,Clinical studies,1,1,0,"Wee, Liang En","Tan, Kelvin Bryan",Singapore,Singapore,Communicable Diseases Agency|Institute of Mental Health|Nanyang Technological University|National Centre for Infectious Diseases|National University of Singapore|Singapore General Hospital|Tan Tock Seng Hospital,Singapore,Communicable Diseases Agency|Institute of Mental Health|Nanyang Technological University|National Centre for Infectious Diseases|National University of Singapore|Singapore General Hospital|Tan Tock Seng Hospital,rti_t1,"incidence, months, remained, maternal","incidence, months, remained, maternal, infants, retrospective, database, april",0.825103,0.591205,include,mechanical,INC-GEO-01,,pubmed,geo_rti_1|geo_rti_3,0
doi:10.1016/j.jhin.2026.03.009,41862138,,10.1016/j.jhin.2026.03.009,https://pubmed.ncbi.nlm.nih.gov/41862138/,Risk factors for methicillin-resistant Staphylococcus aureus (MRSA) bacteraemia in patients with or without prior MRSA colonisation.,The Journal of hospital infection,J Hosp Infect,2026,2026-03-19,eng,Journal Article,13,2,2,amr_hai,AMR and healthcare-associated infections,amr_hai,0,Methicillin-Resistant Staphylococcus aureus,Methicillin-Resistant Staphylococcus aureus|Bacteremia|Staphylococcal Infections,Clinical studies|Infection prevention and control,2,1,1,"Tang, Y W","Ang, B",Singapore,Singapore,National University Health System|Tan Tock Seng Hospital,Singapore|United States,National University Health System|Tan Tock Seng Hospital,amr_hai_t1,"infection, hospital, included, prevention","infection, hospital, included, prevention, conducted, outcomes, january, interventions",0.437255,0.717095,include,mechanical,INC-GEO-01,,pubmed,geo_amr_hai_5,0
